word_tag,feature_index,_id,_sen_id
"[{'word': 'so', 'ner': 'O', 'pos': 'IN'}, {'word': 'we', 'ner': 'O', 'pos': 'PRP'}, {'word': 'have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'an', 'ner': 'O', 'pos': 'DT'}, {'word': 'actual', 'ner': 'O', 'pos': 'JJ'}, {'word': 'Vue', 'ner': 'O', 'pos': 'NNP'}, {'word': 'Instance', 'ner': 'O', 'pos': 'NNP'}, {'word': 'and', 'ner': 'O', 'pos': 'CC'}, {'word': 'we', 'ner': 'O', 'pos': 'PRP'}, {'word': 'can', 'ner': 'O', 'pos': 'MD'}, {'word': 'use', 'ner': 'O', 'pos': 'VB'}, {'word': 'this', 'ner': 'O', 'pos': 'DT'}]",40,5a49ad3fb87c4f033c306d9f,10
"[{'word': 'Right', 'ner': 'O', 'pos': 'RB'}, {'word': 'now', 'ner': 'O', 'pos': 'RB'}, {'word': 'you', 'ner': 'O', 'pos': 'PRP'}, {'word': 'have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'manually', 'ner': 'O', 'pos': 'RB'}, {'word': 'extract', 'ner': 'O', 'pos': 'VB'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'directive', 'ner': 'O', 'pos': 'JJ'}, {'word': 'bindings', 'ner': 'O', 'pos': 'NNS'}, {'word': 'and', 'ner': 'O', 'pos': 'CC'}, {'word': 'store', 'ner': 'O', 'pos': 'VB'}, {'word': 'them', 'ner': 'O', 'pos': 'PRP'}, {'word': 'in', 'ner': 'O', 'pos': 'IN'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'in', 'ner': 'O', 'pos': 'IN'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'element', 'ner': 'O', 'pos': 'NN'}, {'word': 'itself', 'ner': 'O', 'pos': 'PRP'}]",134,5a49ad3fb87c4f033c306d9f,11
"[{'word': 'It', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'not_clean', 'ner': 'O', 'pos': 'JJ'}, {'word': 'since', 'ner': 'O', 'pos': 'IN'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_pass', 'ner': 'O', 'pos': 'VB'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'el', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_object', 'ner': 'O', 'pos': 'VBP'}, {'word': 'around', 'ner': 'O', 'pos': 'IN'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_have', 'ner': 'O', 'pos': 'VB'}, {'word': 'access', 'ner': 'O', 'pos': 'NN'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'those', 'ner': 'O', 'pos': 'DT'}, {'word': 'properties', 'ner': 'O', 'pos': 'NNS'}]",62,5a49ad3fb87c4f033c306d9f,12
"[{'word': 'It', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'not_doable', 'ner': 'O', 'pos': 'JJ'}, {'word': 'but', 'ner': 'O', 'pos': 'CC'}, {'word': 'not_very', 'ner': 'O', 'pos': 'JJ'}, {'word': 'not_clean', 'ner': 'O', 'pos': 'NN'}]",12,5a49ad3fb87c4f033c306d9f,13
"[{'word': 'Problem', 'ner': 'O', 'pos': 'NNP'}, {'word': 'Number', 'ner': 'O', 'pos': 'NNP'}, {'word': '2', 'ner': 'O', 'pos': 'CD'}, {'word': 'The', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_update', 'ner': 'O', 'pos': 'NN'}, {'word': 'hook', 'ner': 'O', 'pos': 'NN'}, {'word': 'function', 'ner': 'O', 'pos': 'NN'}, {'word': 'it', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'not_being', 'ner': 'O', 'pos': 'VBG'}, {'word': 'not_called', 'ner': 'O', 'pos': 'VBN'}, {'word': 'not_consistently', 'ner': 'O', 'pos': 'RB'}]",28,5a49ad3fb87c4f033c306d9f,14
"[{'word': 'For', 'ner': 'O', 'pos': 'IN'}, {'word': 'instance', 'ner': 'O', 'pos': 'NN'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'this', 'ner': 'O', 'pos': 'DT'}, {'word': 'v', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_myDirective', 'ner': 'O', 'pos': 'JJ'}, {'word': 'foo', 'ner': 'O', 'pos': 'NN'}, {'word': 'POS_EMOTICON', 'ner': 'O', 'pos': 'NNP'}, {'word': 'ar', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_when', 'ner': 'O', 'pos': 'NN'}, {'word': 'bar', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_changes', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_update', 'ner': 'O', 'pos': 'JJ'}, {'word': 'method', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_is', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_called', 'ner': 'O', 'pos': 'VBD'}, {'word': 'not_only', 'ner': 'O', 'pos': 'RB'}, {'word': 'not_when', 'ner': 'O', 'pos': 'JJ'}, {'word': 'something', 'ner': 'O', 'pos': 'NN'}, {'word': 'in', 'ner': 'O', 'pos': 'IN'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'DOM', 'ner': 'O', 'pos': 'NNP'}, {'word': 'changes', 'ner': 'O', 'pos': 'NNS'}, {'word': 'not_then', 'ner': 'O', 'pos': 'VBP'}, {'word': 'update', 'ner': 'O', 'pos': 'JJ'}, {'word': 'not_is', 'ner': 'O', 'pos': 'NNS'}, {'word': 'not_called', 'ner': 'O', 'pos': 'VBD'}]",3,5a49ad3fb87c4f033c306d9f,15
"[{'word': 'This', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_is', 'ner': 'O', 'pos': 'JJ'}, {'word': 'not_super', 'ner': 'O', 'pos': 'IN'}, {'word': 'not_frustrating', 'ner': 'O', 'pos': 'VBG'}, {'word': 'not_because', 'ner': 'O', 'pos': 'RB'}, {'word': 'not_many', 'ner': 'O', 'pos': 'JJ'}, {'word': 'times', 'ner': 'O', 'pos': 'NNS'}, {'word': 'you', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_want', 'ner': 'O', 'pos': 'VBP'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_control', 'ner': 'O', 'pos': 'VB'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'state', 'ner': 'O', 'pos': 'NN'}, {'word': 'of', 'ner': 'O', 'pos': 'IN'}, {'word': 'your', 'ner': 'O', 'pos': 'PRP$'}, {'word': 'directive', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_based', 'ner': 'O', 'pos': 'VBD'}, {'word': 'off', 'ner': 'O', 'pos': 'RP'}, {'word': 'a', 'ner': 'O', 'pos': 'DT'}, {'word': 'property', 'ner': 'O', 'pos': 'NN'}, {'word': 'value', 'ner': 'O', 'pos': 'NN'}, {'word': 'but', 'ner': 'O', 'pos': 'CC'}, {'word': 'you', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'not_consistent', 'ner': 'O', 'pos': 'JJ'}, {'word': 'way', 'ner': 'O', 'pos': 'NN'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_know', 'ner': 'O', 'pos': 'VB'}, {'word': 'if', 'ner': 'O', 'pos': 'IN'}, {'word': 'its', 'ner': 'O', 'pos': 'PRP$'}, {'word': 'value', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_has', 'ner': 'O', 'pos': 'NNS'}, {'word': 'not_changed', 'ner': 'O', 'pos': 'VBN'}]",6,5a49ad3fb87c4f033c306d9f,16
"[{'word': 'This', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'a', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_real', 'ner': 'O', 'pos': 'NN'}, {'word': 'problem', 'ner': 'O', 'pos': 'NN'}, {'word': 'because', 'ner': 'O', 'pos': 'IN'}, {'word': 'there', 'ner': 'O', 'pos': 'EX'}, {'word': 'not_are', 'ner': 'O', 'pos': 'JJ'}, {'word': 'things', 'ner': 'O', 'pos': 'NNS'}, {'word': 'that', 'ner': 'O', 'pos': 'WDT'}, {'word': 'not_can', 'ner': 'O', 'pos': 'JJ'}, {'word': 'not_be', 'ner': 'O', 'pos': 'IN'}, {'word': 'not_done', 'ner': 'O', 'pos': 'NN'}, {'word': 'without', 'ner': 'O', 'pos': 'IN'}, {'word': 'a', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_consistent', 'ner': 'O', 'pos': 'JJ'}, {'word': 'way', 'ner': 'O', 'pos': 'NN'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_know', 'ner': 'O', 'pos': 'VB'}, {'word': 'if', 'ner': 'O', 'pos': 'IN'}, {'word': 'a', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_binded', 'ner': 'O', 'pos': 'JJ'}, {'word': 'property', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_has', 'ner': 'O', 'pos': 'NNS'}, {'word': 'not_changed', 'ner': 'O', 'pos': 'VBN'}]",28,5a49ad3fb87c4f033c306d9f,17
"[{'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'wish', 'ner': 'O', 'pos': 'VBP'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'could', 'ner': 'O', 'pos': 'MD'}, {'word': 'have', 'ner': 'O', 'pos': 'VB'}, {'word': 'a', 'ner': 'O', 'pos': 'DT'}, {'word': 'Vue', 'ner': 'O', 'pos': 'NNP'}, {'word': 'instance', 'ner': 'O', 'pos': 'NN'}, {'word': 'and', 'ner': 'O', 'pos': 'CC'}, {'word': 'have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'watch', 'ner': 'O', 'pos': 'VBN'}, {'word': 'methods', 'ner': 'O', 'pos': 'NNS'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'react', 'ner': 'O', 'pos': 'VB'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'changes', 'ner': 'O', 'pos': 'NNS'}, {'word': 'accordingly', 'ner': 'O', 'pos': 'RB'}]",48,5a49ad3fb87c4f033c306d9f,18
"[{'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'LOVE', 'ner': 'O', 'pos': 'VBP'}, {'word': 'Vue', 'ner': 'O', 'pos': 'NNP'}, {'word': 'it', 'ner': 'O', 'pos': 'PRP'}, {'word': 'is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'an', 'ner': 'O', 'pos': 'DT'}, {'word': 'awesome', 'ner': 'O', 'pos': 'JJ'}, {'word': 'framework', 'ner': 'O', 'pos': 'NN'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'will', 'ner': 'O', 'pos': 'MD'}, {'word': 'continue', 'ner': 'O', 'pos': 'VB'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'enjoy', 'ner': 'O', 'pos': 'VB'}, {'word': 'using', 'ner': 'O', 'pos': 'VBG'}, {'word': 'it', 'ner': 'O', 'pos': 'PRP'}, {'word': 'and', 'ner': 'O', 'pos': 'CC'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'recommend', 'ner': 'O', 'pos': 'VB'}, {'word': 'it', 'ner': 'O', 'pos': 'PRP'}]",30,5a49ad3fb87c4f033c306d9f,19
"[{'word': 'But', 'ner': 'O', 'pos': 'CC'}, {'word': 'if', 'ner': 'O', 'pos': 'IN'}, {'word': 'this', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_is', 'ner': 'O', 'pos': 'NN'}, {'word': 'not_improved', 'ner': 'O', 'pos': 'VBD'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'not_would', 'ner': 'O', 'pos': 'MD'}, {'word': 'not_have', 'ner': 'O', 'pos': 'VB'}, {'word': 'not_absolutely', 'ner': 'O', 'pos': 'RB'}, {'word': 'reason', 'ner': 'O', 'pos': 'NN'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'not_ever', 'ner': 'O', 'pos': 'VB'}, {'word': 'not_use', 'ner': 'O', 'pos': 'RB'}, {'word': 'any', 'ner': 'O', 'pos': 'DT'}, {'word': 'not_other', 'ner': 'O', 'pos': 'NN'}, {'word': 'framework', 'ner': 'O', 'pos': 'NN'}]",12,5a49ad3fb87c4f033c306d9f,20
"[{'word': 'Thanks', 'ner': 'O', 'pos': 'NNS'}, {'word': 'for', 'ner': 'O', 'pos': 'IN'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'hard', 'ner': 'O', 'pos': 'JJ'}, {'word': 'work', 'ner': 'O', 'pos': 'NN'}, {'word': 'and', 'ner': 'O', 'pos': 'CC'}, {'word': 'love', 'ner': 'O', 'pos': 'VB'}, {'word': 'that', 'ner': 'O', 'pos': 'DT'}, {'word': 'goes', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'into', 'ner': 'O', 'pos': 'IN'}, {'word': 'Vue', 'ner': 'O', 'pos': 'NNP'}]",0,5a49ad3fb87c4f033c306d9f,21
"[{'word': 'The', 'ner': 'O', 'pos': 'DT'}, {'word': 'API', 'ner': 'O', 'pos': 'NNP'}, {'word': 'will', 'ner': 'O', 'pos': 'MD'}, {'word': 'basically', 'ner': 'O', 'pos': 'RB'}, {'word': 'be', 'ner': 'O', 'pos': 'VB'}, {'word': 'the', 'ner': 'O', 'pos': 'DT'}, {'word': 'same', 'ner': 'O', 'pos': 'JJ'}, {'word': 'one', 'ner': 'O', 'pos': 'CD'}, {'word': 'we', 'ner': 'O', 'pos': 'PRP'}, {'word': 'have', 'ner': 'O', 'pos': 'VBP'}, {'word': 'for', 'ner': 'O', 'pos': 'IN'}, {'word': 'Custom', 'ner': 'O', 'pos': 'NNP'}, {'word': 'Components', 'ner': 'O', 'pos': 'NNS'}]",65,5a49ad3fb87c4f033c306d9f,22
"[{'word': 'The', 'ner': 'O', 'pos': 'DT'}, {'word': 'example', 'ner': 'O', 'pos': 'NN'}, {'word': 'is', 'ner': 'O', 'pos': 'VBZ'}, {'word': 'silly', 'ner': 'O', 'pos': 'RB'}, {'word': 'but', 'ner': 'O', 'pos': 'CC'}, {'word': 'I', 'ner': 'O', 'pos': 'PRP'}, {'word': 'would', 'ner': 'O', 'pos': 'MD'}, {'word': 'love', 'ner': 'O', 'pos': 'VB'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'be', 'ner': 'O', 'pos': 'VB'}, {'word': 'able', 'ner': 'O', 'pos': 'JJ'}, {'word': 'to', 'ner': 'O', 'pos': 'TO'}, {'word': 'do', 'ner': 'O', 'pos': 'VB'}, {'word': 'something', 'ner': 'O', 'pos': 'NN'}, {'word': 'like', 'ner': 'O', 'pos': 'IN'}, {'word': 'this', 'ner': 'O', 'pos': 'DT'}, {'word': 'EXCLAMATION', 'ner': 'O', 'pos': 'NNP'}, {'word': 'generated', 'ner': 'O', 'pos': 'VBN'}, {'word': 'by', 'ner': 'O', 'pos': 'IN'}, {'word': 'vue', 'ner': 'O', 'pos': 'NN'}, {'word': 'issues', 'ner': 'O', 'pos': 'NNS'}]",2,5a49ad3fb87c4f033c306d9f,23
"[{'word': 'DO', 'ner': 'O', 'pos': 'NNP'}, {'word': 'NOT', 'ner': 'O', 'pos': 'NNP'}, {'word': 'REMOVE', 'ner': 'O', 'pos': 'VB'}]",487,5a49ad3fb87c4f033c306d9f,24
"[{'word': 'Hello', 'ner': 'O', 'pos': 'NNP'}, {'word': 'EXCLAMATION', 'ner': 'O', 'pos': 'NNP'}]",2,5a49ad40b87c4f033c306daf,0
